DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Pass Att,Completions,Pass Yds,Pass TD,Pass Int,Rec,Rec Yds,Rec TD,Rush Att,Rush Yds,Rush TD
36875604,Tucker Kraft,TE,GB,DET,,8100,,16.93,,16.93,2.0901234567901232,5.83,5.9737732218562325,0,100,24.382,52.2474,11.2876,6.075,9.9,15,18.65,25.5,33.002,9.25577,4.6,7.9,12.4625,16,22.4,29.3,9.0243,4.6,7.9,12.4,15.2,20.2525,26.601,11.2876,6.075,9.9,15,18.65,25.5,33.002,7.15205,6.38538,5.93171,7.15205,0,0,0,0,0,4.06367,50.8655,0.314671,0.0408286,0.160461,0.00192857
36875545,Jayden Reed,WR,GB,DET,,7600,,15.66,,15.66,2.0605263157894735,29.85,31.632335960210842,0,100,24.382,52.2474,15.656,9.3,14,20.8,25.1,32,39.9,12.9864,7.2,11.3,17.6,21.5,27.8,35.3,12.3587,7.2,11.3,16.5,19.5,25.105,32.3,15.656,9.3,14,20.8,25.1,32,39.9,8.6068,7.7127,6.88366,8.6068,0,0,0,0,0,5.33924,70.7908,0.414243,0.2181,0.879023,0.0084
36875596,Jameson Williams,WR,DET,GB,,10500,,14.88,,14.88,1.4171428571428573,3.72,3.5511216315492846,0,100,27.8654,52.2474,9.92219,4.9,8.6,13.6,16.9,23.4,31.5005,8.28565,3.7,6.9,11.425,14.7,20.6,28.201,8.08563,3.7,6.9,11.4,14,19.1,25.401,9.92219,4.9,8.6,13.6,16.9,23.4,31.5005,6.89412,6.18456,5.77111,6.89412,0,0,0,0,0,3.27309,46.5571,0.289443,0.0943571,0.393043,0.00395714
36875605,Jake Bates,K,DET,GB,,7800,,12.54,,12.54,1.6076923076923075,0.86,0.86,0,100,27.8654,52.2474,8.36011,6,8,11,12,15,19,8.36011,6,8,11,12,15,19,8.36011,6,8,11,12,15,19,8.36011,6,8,11,12,15,19,3.91669,3.91669,3.91669,3.91669,0,0,0,0,0,0,0,0,0,0,0
36875607,Brandon McManus,K,GB,DET,,7500,,11.71,,11.71,1.5613333333333335,0.81,0.7057036483552621,0,100,24.382,52.2474,7.80831,5,7,10,12,15,18,7.80831,5,7,10,12,15,18,7.80831,5,7,10,12,15,18,7.80831,5,7,10,12,15,18,3.88583,3.88583,3.88583,3.88583,0,0,0,0,0,0,0,0,0,0,0
36875597,Christian Watson,WR,GB,DET,,9900,,11.54,,11.54,1.1656565656565656,1.19,0.9071976351717694,0,100,24.382,52.2474,7.69038,3.3,6.4,10.9,13.6,19.25,26.9,6.37676,2.5,5,9.1,11.6575,16.7,24,6.29383,2.5,5,9.1,11.65,16.3,22.403,7.69038,3.3,6.4,10.9,13.6,19.25,26.9,5.95862,5.33417,5.1122,5.95862,0,0,0,0,0,2.62724,35.5015,0.223186,0.154857,0.618986,0.00594286
36875553,Sam LaPorta,TE,DET,GB,,5600,,11.39,,11.39,2.0339285714285715,31.03,33.63750972464891,0,100,27.8654,52.2474,11.3852,6.1,10.1,15.2,18.9,25.6,33.3,9.35168,4.6,8,12.7,16.2,22.5,29.5,9.11005,4.6,8,12.6,15.4,20.5,26.701,11.3852,6.1,10.1,15.2,18.9,25.6,33.3,7.1997,6.42708,5.96346,7.1997,0,0,0,0,0,4.06696,51.2133,0.326714,0,0,0
36875554,Tucker Kraft,TE,GB,DET,,5400,,11.29,,11.29,2.0907407407407406,28.14,30.046328262383515,0,100,24.382,52.2474,11.2876,6.075,9.9,15,18.65,25.5,33.002,9.25577,4.6,7.9,12.4625,16,22.4,29.3,9.0243,4.6,7.9,12.4,15.2,20.2525,26.601,11.2876,6.075,9.9,15,18.65,25.5,33.002,7.15205,6.38538,5.93171,7.15205,0,0,0,0,0,4.06367,50.8655,0.314671,0.0408286,0.160461,0.00192857
36875610,Dontayvion Wicks,WR,GB,DET,,6300,,11.24,,11.24,1.7841269841269842,2.55,2.2556072046991087,0,100,24.382,52.2474,7.49528,3.3,6.3,10.5,13.1,18.7,26.2,6.18896,2.5,4.9,8.7,11.2,16.305,23.201,6.11002,2.5,4.9,8.7,11.2,15.8,21.5525,7.49528,3.3,6.3,10.5,13.1,18.7,26.2,5.75468,5.12451,4.91069,5.75468,0,0,0,0,0,2.61263,35.3908,0.2004,0.108186,0.437082,0.00408571
36875598,Romeo Doubs,WR,GB,DET,Q,9300,,11.23,,11.23,1.20752688172043,0.79,0.5567903418180887,0,100,24.382,52.2474,7.4858,3.2,6.2,10.525,13.2,18.6525,26.201,6.19964,2.4,4.9,8.8,11.4,16.305,23.3,6.12082,2.4,4.9,8.8,11.4,15.8525,21.7,7.4858,3.2,6.2,10.525,13.2,18.6525,26.201,5.81496,5.19612,4.98455,5.81496,0,0,0,0,0,2.57233,34.9716,0.2155,0.0784429,0.319543,0.00314286
36875546,Jameson Williams,WR,DET,GB,,7000,,9.92,,9.92,1.417142857142857,17.11,16.99117019899606,0,100,27.8654,52.2474,9.92219,4.9,8.6,13.6,16.9,23.4,31.5005,8.28565,3.7,6.9,11.425,14.7,20.6,28.201,8.08563,3.7,6.9,11.4,14,19.1,25.401,9.92219,4.9,8.6,13.6,16.9,23.4,31.5005,6.89412,6.18456,5.77111,6.89412,0,0,0,0,0,3.27309,46.5571,0.289443,0.0943571,0.393043,0.00395714
36875609,Lions,DST,DET,GB,,6900,,9.75,,9.75,1.4130434782608696,2.02,1.7093389918490867,0,100,27.8654,52.2474,6.49766,3,6,10,12,17,23,6.49766,3,6,10,12,17,23,6.49766,3,6,10,12,17,23,6.49766,3,6,10,12,17,23,5.51894,5.51894,5.51894,5.51894,0,0,0,0,0,0,0,0,0,0,0
36875555,Jake Bates,K,DET,GB,,5200,,8.36,,8.36,1.6076923076923075,20.31,20.31,0,100,27.8654,52.2474,8.36011,6,8,11,12,15,19,8.36011,6,8,11,12,15,19,8.36011,6,8,11,12,15,19,8.36011,6,8,11,12,15,19,3.91669,3.91669,3.91669,3.91669,0,0,0,0,0,0,0,0,0,0,0
36875557,Brandon McManus,K,GB,DET,,5000,,7.81,,7.81,1.562,16.75,16.669246769263808,0,100,24.382,52.2474,7.80831,5,7,10,12,15,18,7.80831,5,7,10,12,15,18,7.80831,5,7,10,12,15,18,7.80831,5,7,10,12,15,18,3.88583,3.88583,3.88583,3.88583,0,0,0,0,0,0,0,0,0,0,0
36875547,Christian Watson,WR,GB,DET,,6600,,7.69,,7.69,1.1651515151515153,8.83,7.719108024936966,0,100,24.382,52.2474,7.69038,3.3,6.4,10.9,13.6,19.25,26.9,6.37676,2.5,5,9.1,11.6575,16.7,24,6.29383,2.5,5,9.1,11.65,16.3,22.403,7.69038,3.3,6.4,10.9,13.6,19.25,26.9,5.95862,5.33417,5.1122,5.95862,0,0,0,0,0,2.62724,35.5015,0.223186,0.154857,0.618986,0.00594286
36875560,Dontayvion Wicks,WR,GB,DET,,4200,,7.5,,7.5,1.7857142857142856,18.21,18.27911430857155,0,100,24.382,52.2474,7.49528,3.3,6.3,10.5,13.1,18.7,26.2,6.18896,2.5,4.9,8.7,11.2,16.305,23.201,6.11002,2.5,4.9,8.7,11.2,15.8,21.5525,7.49528,3.3,6.3,10.5,13.1,18.7,26.2,5.75468,5.12451,4.91069,5.75468,0,0,0,0,0,2.61263,35.3908,0.2004,0.108186,0.437082,0.00408571
36875548,Romeo Doubs,WR,GB,DET,Q,6200,,7.49,,7.49,1.2080645161290324,16.51,16.2665070562412,0,100,24.382,52.2474,7.4858,3.2,6.2,10.525,13.2,18.6525,26.201,6.19964,2.4,4.9,8.8,11.4,16.305,23.3,6.12082,2.4,4.9,8.8,11.4,15.8525,21.7,7.4858,3.2,6.2,10.525,13.2,18.6525,26.201,5.81496,5.19612,4.98455,5.81496,0,0,0,0,0,2.57233,34.9716,0.2155,0.0784429,0.319543,0.00314286
36875611,Packers,DST,GB,DET,,5700,,6.9,,6.9,1.2105263157894737,0.11,0.05393581702693276,0,100,24.382,52.2474,4.5973,2,4,6,8,12,17,4.5973,2,4,6,8,12,17,4.5973,2,4,6,8,12,17,4.5973,2,4,6,8,12,17,3.70661,3.70661,3.70661,3.70661,0,0,0,0,0,0,0,0,0,0,0
36875559,Lions,DST,DET,GB,,4600,,6.5,,6.5,1.4130434782608696,16.06,15.745931783281335,0,100,27.8654,52.2474,6.49766,3,6,10,12,17,23,6.49766,3,6,10,12,17,23,6.49766,3,6,10,12,17,23,6.49766,3,6,10,12,17,23,5.51894,5.51894,5.51894,5.51894,0,0,0,0,0,0,0,0,0,0,0
36875614,Chris Brooks,RB,GB,DET,,3600,,5.55,,5.55,1.5416666666666667,0.53,0.3177326147052565,0,100,24.382,52.2474,3.69757,1.1,2.5,5.1,7.7,11.1,15.9,3.37104,1,2.2,4.4,7.3,10.4,15.201,3.37057,1,2.2,4.4,7.3,10.4,15.201,3.69757,1.1,2.5,5.1,7.7,11.1,15.9,3.64319,3.4534,3.45147,3.64319,0,0,0,0,0,0.653057,6.40111,0.0414,3.3982,13.648,0.1342
36875561,Packers,DST,GB,DET,,3800,,4.6,,4.6,1.2105263157894735,7.71,6.587530055172661,0,100,24.382,52.2474,4.5973,2,4,6,8,12,17,4.5973,2,4,6,8,12,17,4.5973,2,4,6,8,12,17,4.5973,2,4,6,8,12,17,3.70661,3.70661,3.70661,3.70661,0,0,0,0,0,0,0,0,0,0,0
36875612,Tim Patrick,WR,DET,GB,,5100,,3.74,,3.74,0.7333333333333334,0.03,0.008382357247087125,0,100,27.8654,52.2474,2.49309,0,1.5,3.4,5.1,9.9,14.801,2.0471,0,1,2.6,4,9,13.501,2.04444,0,1,2.6,4,9,13.501,2.49309,0,1.5,3.4,5.1,9.9,14.801,3.39752,3.05434,3.03824,3.39752,0,0,0,0,0,0.891986,10.5164,0.0831143,0.071,0.298925,0.00322857
36875564,Chris Brooks,RB,GB,DET,,2400,,3.7,,3.7,1.5416666666666667,8.07,6.725929304468273,0,100,24.382,52.2474,3.69757,1.1,2.5,5.1,7.7,11.1,15.9,3.37104,1,2.2,4.4,7.3,10.4,15.201,3.37057,1,2.2,4.4,7.3,10.4,15.201,3.69757,1.1,2.5,5.1,7.7,11.1,15.9,3.64319,3.4534,3.45147,3.64319,0,0,0,0,0,0.653057,6.40111,0.0414,3.3982,13.648,0.1342
36875562,Tim Patrick,WR,DET,GB,,3400,,2.49,,2.49,0.7323529411764707,2.5,1.5295102502170657,0,100,27.8654,52.2474,2.49309,0,1.5,3.4,5.1,9.9,14.801,2.0471,0,1,2.6,4,9,13.501,2.04444,0,1,2.6,4,9,13.501,2.49309,0,1.5,3.4,5.1,9.9,14.801,3.39752,3.05434,3.03824,3.39752,0,0,0,0,0,0.891986,10.5164,0.0831143,0.071,0.298925,0.00322857
36875615,Emanuel Wilson,RB,GB,DET,,3000,,2.35,,2.35,0.7833333333333333,0.09,0.03309540762052608,0,100,24.382,52.2474,1.56692,0,0.6,2.1,3.1,7.35,10.8505,1.37895,0,0.5,1.7,2.515,7.1,10.002,1.37895,0,0.5,1.7,2.515,7.1,10.002,1.56692,0,0.6,2.1,3.1,7.35,10.8505,2.4146,2.24291,2.24291,2.4146,0,0,0,0,0,0.375943,3.63934,0.0256286,1.06686,4.24775,0.0423714
36875613,Brock Wright,TE,DET,GB,,4500,,2.27,,2.27,0.5044444444444444,0.04,0.012009905407363979,0,100,27.8654,52.2474,1.51528,0,0,2.1,3.2,7.5,11.8,1.22673,0,0,1.6,2.5,6.8,10.701,1.22609,0,0,1.6,2.5,6.8,10.701,1.51528,0,0,2.1,3.2,7.5,11.8,2.5658,2.28329,2.27782,2.5658,0,0,0,0,0,0.5771,6.4964,0.0482286,0,0,0
36875618,Allen Robinson II,WR,DET,GB,,1500,,1.92,,1.92,1.2799999999999998,0.26,0.12464684278787443,0,100,27.8654,52.2474,1.28319,0,0,1.9,2.715,6.2,11.2,1.04012,0,0,1.4,2.1,5.105,10.301,1.03969,0,0,1.4,2.1,5.105,10.301,1.28319,0,0,1.9,2.715,6.2,11.2,2.35241,2.0935,2.08976,2.35241,0,0,0,0,0,0.486143,5.51136,0.0411,0,0,0
36875617,Bo Melton,WR,GB,DET,,1800,,1.87,,1.87,1.038888888888889,0.16,0.06793828443964844,0,100,24.382,52.2474,1.24492,0,0,1.9,2.7,5.7,10.901,1.00347,0,0,1.4,2.1,4.7,10.001,1.00309,0,0,1.4,2.1,4.7,10.001,1.24492,0,0,1.9,2.7,5.7,10.901,2.28822,2.02591,2.0225,2.28822,0,0,0,0,0,0.482886,5.43888,0.0364857,0,0,0
36875565,Emanuel Wilson,RB,GB,DET,,2000,,1.57,,1.57,0.785,2,1.1572171880217104,0,100,24.382,52.2474,1.56692,0,0.6,2.1,3.1,7.35,10.8505,1.37895,0,0.5,1.7,2.515,7.1,10.002,1.37895,0,0.5,1.7,2.515,7.1,10.002,1.56692,0,0.6,2.1,3.1,7.35,10.8505,2.4146,2.24291,2.24291,2.4146,0,0,0,0,0,0.375943,3.63934,0.0256286,1.06686,4.24775,0.0423714
36875563,Brock Wright,TE,DET,GB,,3000,,1.52,,1.52,0.5066666666666667,0.69,0.3059769733606825,0,100,27.8654,52.2474,1.51528,0,0,2.1,3.2,7.5,11.8,1.22673,0,0,1.6,2.5,6.8,10.701,1.22609,0,0,1.6,2.5,6.8,10.701,1.51528,0,0,2.1,3.2,7.5,11.8,2.5658,2.28329,2.27782,2.5658,0,0,0,0,0,0.5771,6.4964,0.0482286,0,0,0
36875568,Allen Robinson II,WR,DET,GB,,1000,,1.28,,1.28,1.28,2.41,1.4609948471083753,0,100,27.8654,52.2474,1.28319,0,0,1.9,2.715,6.2,11.2,1.04012,0,0,1.4,2.1,5.105,10.301,1.03969,0,0,1.4,2.1,5.105,10.301,1.28319,0,0,1.9,2.715,6.2,11.2,2.35241,2.0935,2.08976,2.35241,0,0,0,0,0,0.486143,5.51136,0.0411,0,0,0
36875567,Bo Melton,WR,GB,DET,,1200,,1.24,,1.24,1.0333333333333334,7.04,5.579473316054065,0,100,24.382,52.2474,1.24492,0,0,1.9,2.7,5.7,10.901,1.00347,0,0,1.4,2.1,4.7,10.001,1.00309,0,0,1.4,2.1,4.7,10.001,1.24492,0,0,1.9,2.7,5.7,10.901,2.28822,2.02591,2.0225,2.28822,0,0,0,0,0,0.482886,5.43888,0.0364857,0,0,0
36875620,Craig Reynolds,RB,DET,GB,,600,,1.05,,1.05,1.75,0.71,0.43755991929419247,0,100,27.8654,52.2474,0.700647,0,0,0.6,1.5,3.405,8.501,0.61529,0,0,0.6,1.2,2.8,8.2,0.61529,0,0,0.6,1.2,2.8,8.2,0.700647,0,0,0.6,1.5,3.405,8.501,1.6267,1.51096,1.51096,1.6267,0,0,0,0,0,0.170714,1.63431,0.0122571,0.454757,1.83587,0.0186714
36875619,Malik Heath,WR,GB,DET,,900,,0.92,,0.92,1.0222222222222224,0.39,0.2069166108916036,0,100,24.382,52.2474,0.611344,0,0,0,1.7,3.3,8.7,0.492516,0,0,0,1.2,2.6,8.1,0.492516,0,0,0,1.2,2.6,8.1,0.611344,0,0,0,1.7,3.3,8.7,1.60925,1.42512,1.42512,1.60925,0,0,0,0,0,0.237657,2.65458,0.0181714,0,0,0
36875616,Ben Sims,TE,GB,DET,,2400,,0.91,,0.91,0.3791666666666667,0.01,0.002123071388739014,0,100,24.382,52.2474,0.606158,0,0,0,1.7,3.2,8.502,0.488586,0,0,0,1.2,2.6,8,0.488543,0,0,0,1.2,2.6,8,0.606158,0,0,0,1.7,3.2,8.502,1.59883,1.41765,1.41709,1.59883,0,0,0,0,0,0.235143,2.62458,0.0181714,0,0,0
36875570,Craig Reynolds,RB,DET,GB,,400,,0.7,,0.7,1.7499999999999998,2.79,1.7544162249277908,0,100,27.8654,52.2474,0.700647,0,0,0.6,1.5,3.405,8.501,0.61529,0,0,0.6,1.2,2.8,8.2,0.61529,0,0,0.6,1.2,2.8,8.2,0.700647,0,0,0.6,1.5,3.405,8.501,1.6267,1.51096,1.51096,1.6267,0,0,0,0,0,0.170714,1.63431,0.0122571,0.454757,1.83587,0.0186714
36875634,John FitzPatrick,TE,GB,DET,Q,300,,0.68,,0.68,2.2666666666666666,0.58,0.3398205117795742,0,100,24.382,52.2474,0.454117,0,0,0,1.1,2.7,7.9505,0.366139,0,0,0,0.6,2.1,7.4505,0.36601,0,0,0,0.6,2.1,7.4505,0.454117,0,0,0,1.1,2.7,7.9505,1.39303,1.23569,1.23351,1.39303,0,0,0,0,0,0.175957,1.96117,0.0137714,0,0,0
36875569,Malik Heath,WR,GB,DET,,600,,0.61,,0.61,1.0166666666666666,2.29,1.3706347358439743,0,100,24.382,52.2474,0.611344,0,0,0,1.7,3.3,8.7,0.492516,0,0,0,1.2,2.6,8.1,0.492516,0,0,0,1.2,2.6,8.1,0.611344,0,0,0,1.7,3.3,8.7,1.60925,1.42512,1.42512,1.60925,0,0,0,0,0,0.237657,2.65458,0.0181714,0,0,0
36875566,Ben Sims,TE,GB,DET,,1600,,0.61,,0.61,0.38125,0.38,0.14516331480014966,0,100,24.382,52.2474,0.606158,0,0,0,1.7,3.2,8.502,0.488586,0,0,0,1.2,2.6,8,0.488543,0,0,0,1.2,2.6,8,0.606158,0,0,0,1.7,3.2,8.502,1.59883,1.41765,1.41709,1.59883,0,0,0,0,0,0.235143,2.62458,0.0181714,0,0,0
36875623,Sione Vaki,RB,DET,GB,,300,,0.55,,0.55,1.8333333333333335,0.45,0.24744588724686586,0,100,27.8654,52.2474,0.369148,0,0,0,0.5,2.1,7.3,0.324462,0,0,0,0.5,1.7,7.1,0.324462,0,0,0,0.5,1.7,7.1,0.369148,0,0,0,0.5,2.1,7.3,1.19527,1.11043,1.11043,1.19527,0,0,0,0,0,0.0893714,0.866779,0.00708571,0.232357,0.947414,0.00944286
36875637,Shane Zylstra,TE,DET,GB,,300,,0.53,,0.53,1.7666666666666668,0.69,0.69,0,100,27.8654,52.2474,0.351268,0,0,0,0,2.3,7.501,0.283289,0,0,0,0,1.8,7.0005,0.283289,0,0,0,0,1.8,7.0005,0.351268,0,0,0,0,2.3,7.501,1.22509,1.08689,1.08689,1.22509,0,0,0,0,0,0.135957,1.51254,0.0107143,0,0,0
36875584,John FitzPatrick,TE,GB,DET,Q,200,,0.45,,0.45,2.2500000000000004,4.91,3.55614324222201,0,100,24.382,52.2474,0.454117,0,0,0,1.1,2.7,7.9505,0.366139,0,0,0,0.6,2.1,7.4505,0.36601,0,0,0,0.6,2.1,7.4505,0.454117,0,0,0,1.1,2.7,7.9505,1.39303,1.23569,1.23351,1.39303,0,0,0,0,0,0.175957,1.96117,0.0137714,0,0,0
36875573,Sione Vaki,RB,DET,GB,,200,,0.37,,0.37,1.85,2.99,1.9130061507203313,0,100,27.8654,52.2474,0.369148,0,0,0,0.5,2.1,7.3,0.324462,0,0,0,0.5,1.7,7.1,0.324462,0,0,0,0.5,1.7,7.1,0.369148,0,0,0,0.5,2.1,7.3,1.19527,1.11043,1.11043,1.19527,0,0,0,0,0,0.0893714,0.866779,0.00708571,0.232357,0.947414,0.00944286
36875587,Shane Zylstra,TE,DET,GB,,200,,0.35,,0.35,1.7499999999999998,3.58,3.58,0,100,27.8654,52.2474,0.351268,0,0,0,0,2.3,7.501,0.283289,0,0,0,0,1.8,7.0005,0.283289,0,0,0,0,1.8,7.0005,0.351268,0,0,0,0,2.3,7.501,1.22509,1.08689,1.08689,1.22509,0,0,0,0,0,0.135957,1.51254,0.0107143,0,0,0
