Id,Name,Position,Team,ProjPts,ProjOwn
36870310,Chig Okonkwo,TE,Titans,6.74,0.00
36870108,Treylon Burks,WR,Titans,0.00,0.00
36869948,Nick Westbrook-Ikhine,WR,Titans,11.86,0.00
36869796,Julius Chestnut,RB,Titans,0.00,0.00
36870422,Geoff Swaim,TE,Browns,0.00,0.00
36870182,Kyle Philips,WR,Eagles,0.00,0.00
36870028,Trent Taylor,WR,49ers,0.00,0.00
36869984,Tyler Boyd,WR,Titans,5.44,0.00
36870112,Stanley Morgan Jr.,WR,Titans,0.00,0.00
36869627,Brandon Allen,QB,49ers,0.00,0.00
36869934,Amari Cooper,WR,Bills,8.38,0.00
36869628,Joshua Dobbs,QB,49ers,0.00,0.00
36870156,David Bell,WR,Browns,0.00,0.00
36869698,Nick Chubb,RB,Browns,9.05,0.00
36870162,Michael Woods II,WR,Browns,0.00,0.00
36870272,David Njoku,TE,Browns,10.73,0.00
36870260,Anthony Schwartz,WR,Dolphins,0.00,0.00
36869722,Jerome Ford,RB,Browns,6.03,0.00
36869792,D'Ernest Johnson,RB,Jaguars,0.00,0.00
36870408,Harrison Bryant,TE,Raiders,0.00,0.00
36869966,Demarcus Robinson,WR,Rams,7.23,0.00
36869664,Tyler Huntley,QB,Dolphins,0.00,0.00
36870158,James Proche II,WR,Browns,0.00,0.00
36870086,Devin Duvernay,WR,Jaguars,3.08,0.00
36870322,Josh Oliver,TE,Vikings,3.73,0.00
36869890,George Pickens,WR,Steelers,15.87,0.00
36870290,Pat Freiermuth,TE,Steelers,7.28,0.00
36869696,Najee Harris,RB,Steelers,16.37,0.00
36870190,Gunner Olszewski,WR,Giants,0.00,0.00
36870414,Connor Heyward,TE,Steelers,0.00,0.00
36869632,Mitchell Trubisky,QB,Bills,0.00,0.00
36869706,Jaylen Warren,RB,Steelers,9.86,0.00
36869624,Mason Rudolph,QB,Titans,0.00,0.00
36870074,Miles Boykin,WR,Seahawks,0.00,0.00
36869654,Kenny Pickett,QB,Eagles,0.00,0.00
36869626,Kyle Trask,QB,Buccaneers,0.00,0.00
36870032,Russell Gage,WR,49ers,0.00,0.00
36869710,Rachaad White,RB,Buccaneers,12.14,0.00
36870144,Scotty Miller,WR,Steelers,0.00,0.00
36870154,Jaelon Darden,WR,Browns,0.00,0.00
36870120,Chris Godwin,WR,Buccaneers,0.00,0.00
36869882,Mike Evans,WR,Buccaneers,17.72,0.00
36870282,Cade Otton,TE,Buccaneers,10.74,0.00
36870398,Ko Kieft,TE,Buccaneers,0.00,0.00
36870286,Kyle Pitts,TE,Falcons,7.93,0.00
36869896,Drake London,WR,Falcons,14.96,0.00
36869856,Avery Williams,RB,Falcons,0.00,0.00
36869619,Desmond Ridder,QB,Raiders,0.00,0.00
36870216,KhaDarel Hodge,WR,Falcons,0.00,0.00
36870426,Feleipe Franks,TE,Panthers,0.00,0.00
36869756,Cordarrelle Patterson,RB,Steelers,3.24,0.00
36869738,Tyler Allgeier,RB,Falcons,5.48,0.00
36869814,D'Onta Foreman,RB,Browns,0.00,0.00
36870066,Laviska Shenault Jr.,WR,Seahawks,0.00,0.00
36869600,Baker Mayfield,QB,Buccaneers,18.80,0.00
36869694,Chuba Hubbard,RB,Panthers,13.04,0.00
36870130,Terrace Marshall Jr.,WR,Raiders,2.61,0.00
36870428,Stephen Sullivan,TE,Panthers,0.00,0.00
36870308,Tommy Tremble,TE,Panthers,2.91,0.00
36869902,DJ Moore,WR,Bears,11.85,0.00
36870430,Ian Thomas,TE,Panthers,0.00,0.00
36869672,Christian McCaffrey,RB,49ers,0.00,0.00
36870298,Juwan Johnson,TE,Saints,8.16,0.00
36870124,Marquez Callaway,WR,Buccaneers,0.00,0.00
36869922,Chris Olave,WR,Saints,5.62,0.00
36870278,Taysom Hill,TE,Saints,0.00,0.00
36870388,Nick Vannett,TE,Titans,2.17,0.00
36869622,Andy Dalton,QB,Panthers,0.00,0.00
36869670,Alvin Kamara,RB,Saints,25.15,0.00
36869611,Jameis Winston,QB,Browns,14.39,0.00
36869828,Tyrion Davis-Price,RB,Eagles,0.00,0.00
36870268,George Kittle,TE,49ers,14.07,0.00
36869932,Jauan Jennings,WR,49ers,13.83,0.00
36869631,Jimmy Garoppolo,QB,Rams,0.00,0.00
36870456,Charlie Woerner,TE,Falcons,1.19,0.00
36869906,Deebo Samuel Sr.,WR,49ers,12.32,0.00
36870458,Ross Dwelley,TE,Falcons,0.00,0.00
36869870,Jeff Wilson Jr.,RB,Dolphins,0.00,0.00
36870184,Danny Gray,WR,Eagles,0.00,0.00
36869682,Jordan Mason,RB,49ers,0.00,0.00
36870026,Brandon Aiyuk,WR,49ers,0.00,0.00
36869602,Brock Purdy,QB,49ers,19.40,0.00
36869956,Ray-Ray McCloud,WR,Falcons,8.10,0.00
36869810,Jonathan Ward,RB,Steelers,0.00,0.00
36869686,James Conner,RB,Cardinals,18.02,0.00
36870010,Greg Dortch,WR,Cardinals,3.03,0.00
36870082,Andre Baccellia,WR,Cardinals,0.00,0.00
36870266,Trey McBride,TE,Cardinals,15.80,0.00
36870220,Rondale Moore,WR,Falcons,0.00,0.00
36869604,Kyler Murray,QB,Cardinals,20.38,0.00
36870302,Tyler Higbee,TE,Rams,2.69,0.00
36869886,Cooper Kupp,WR,Rams,14.75,0.00
36870142,Ben Skowronek,WR,Steelers,0.00,0.00
36870204,Brandon Powell,WR,Vikings,1.40,0.00
36869734,Cam Akers,RB,Vikings,5.57,0.00
36869994,Tutu Atwell,WR,Rams,3.36,0.00
36870008,Van Jefferson,WR,Steelers,3.80,0.00
36869607,Matthew Stafford,QB,Rams,16.02,0.00
36870316,Colby Parkinson,TE,Rams,1.97,0.00
36869684,Kenneth Walker III,RB,Seahawks,14.88,0.00
36870070,Dareke Young,WR,Seahawks,0.00,0.00
36869788,DeeJay Dallas,RB,Cardinals,0.00,0.00
36870250,Dee Eskridge,WR,Dolphins,0.00,0.00
36869768,Travis Homer,RB,Bears,0.00,0.00
36869900,DK Metcalf,WR,Seahawks,16.81,0.00
36869621,Drew Lock,QB,Giants,0.00,0.00
36870294,Noah Fant,TE,Seahawks,8.15,0.00
36869606,Geno Smith,QB,Seahawks,18.97,0.00
36869964,Tyler Lockett,WR,Seahawks,8.31,0.00
36869976,Curtis Samuel,WR,Bills,2.51,0.00
36870460,Armani Rogers,TE,Falcons,0.00,0.00
36869629,Sam Howell,QB,Seahawks,0.00,0.00
36870170,Dax Milne,WR,Panthers,0.00,0.00
36869992,Jahan Dotson,WR,Eagles,3.14,0.00
36870126,Dennis Houston,WR,Buccaneers,0.00,0.00
36869692,Tony Pollard,RB,Titans,16.72,0.00
36870472,Jack Stoll,TE,Dolphins,0.00,0.00
36869912,DeVonta Smith,WR,Eagles,13.21,0.00
36869599,Jalen Hurts,QB,Eagles,26.81,0.00
36870080,Zach Pascal,WR,Cardinals,0.00,0.00
36869876,A.J. Brown,WR,Eagles,18.37,0.00
36870152,Quez Watkins,WR,Steelers,0.00,0.00
36869647,Gardner Minshew II,QB,Raiders,0.00,0.00
36869718,Kenneth Gainwell,RB,Eagles,4.67,0.00
36870280,Dallas Goedert,TE,Eagles,0.00,0.00
36869820,Miles Sanders,RB,Panthers,0.00,0.00
36870296,Grant Calcaterra,TE,Eagles,7.37,0.00
36869623,Daniel Jones,QB,Vikings,0.00,0.00
36869974,Sterling Shepard,WR,Buccaneers,8.75,0.00
36870324,Daniel Bellinger,TE,Giants,4.03,0.00
36869946,Wan'Dale Robinson,WR,Giants,8.45,0.00
36869620,Tyrod Taylor,QB,Jets,0.00,0.00
36869962,Darius Slayton,WR,Giants,8.33,0.00
36869666,Saquon Barkley,RB,Eagles,28.76,0.00
36870160,Kadarius Toney,WR,Browns,0.00,0.00
36870292,Cole Kmet,TE,Bears,7.16,0.00
36870200,Equanimeous St. Brown,WR,Saints,0.00,0.00
36870014,Dante Pettis,WR,Saints,0.00,0.00
36870102,Velus Jones Jr.,WR,Jaguars,0.00,0.00
36870186,Ihmir Smith-Marsette,WR,Giants,0.00,0.00
36869924,Darnell Mooney,WR,Falcons,11.73,0.00
36869617,Justin Fields,QB,Steelers,0.00,0.00
36869645,Trevor Siemian,QB,Titans,0.00,0.00
36869742,Jamaal Williams,RB,Saints,5.42,0.00
36870054,Quintez Cephus,WR,Rams,0.00,0.00
36870284,T.J. Hockenson,TE,Vikings,10.81,0.00
36869702,D'Andre Swift,RB,Bears,12.77,0.00
36870042,Samori Toure,WR,Bears,0.00,0.00
36869612,Aaron Rodgers,QB,Jets,12.88,0.00
36869690,Aaron Jones Sr.,RB,Vikings,16.31,0.00
36869958,Allen Lazard,WR,Jets,0.00,0.00
36870382,Josiah Deguara,TE,Jaguars,0.00,0.00
36870346,Marcedes Lewis,TE,Bears,0.00,0.00
36869928,Adam Thielen,WR,Panthers,10.20,0.00
36869996,Jalen Nailor,WR,Vikings,4.28,0.00
36869878,Justin Jefferson,WR,Vikings,18.25,0.00
36869864,Kene Nwangwu,RB,Jets,0.00,0.00
36870330,Johnny Mundt,TE,Vikings,0.00,0.00
36869657,Nick Mullens,QB,Vikings,0.00,0.00
36869846,Ty Chandler,RB,Vikings,0.75,0.00
36869714,Alexander Mattison,RB,Raiders,10.33,0.00
36869609,Kirk Cousins,QB,Falcons,14.64,0.00
36870438,Greg Dulcich,TE,Giants,0.00,0.00
36870072,Cornell Powell,WR,Seahawks,0.00,0.00
36869986,DJ Turner,WR,Raiders,3.80,0.00
36869736,Sincere McCormick,RB,Raiders,1.86,0.00
36870412,Cole Fotheringham,TE,Raiders,0.00,0.00
36870194,Isaiah Hodgins,WR,Giants,0.00,0.00
36870360,Zach Davidson,TE,Bills,0.00,0.00
36869818,Raheem Blackshear,RB,Panthers,0.00,0.00
36870248,River Cracraft,WR,Dolphins,0.00,0.00
36870044,Freddie Swain,WR,Bears,0.00,0.00
36869868,Zonovan Knight,RB,Jets,0.00,0.00
36870258,Tarik Black,WR,Dolphins,0.00,0.00
36870462,Kenny Yeboah,TE,Jets,0.00,0.00
36870234,Irvin Charles,WR,Jets,0.00,0.00
36870418,Matt Sokol,TE,Steelers,0.00,0.00
36870136,Kristian Wilkerson,WR,Raiders,0.00,0.00
36870356,Nikola Kalinic,TE,Rams,0.00,0.00
36870002,Kevin Austin Jr.,WR,Saints,4.47,0.00
36870314,Jordan Akins,TE,Browns,4.19,0.00
36870394,Thomas Odukoya,TE,Titans,0.00,0.00
36870114,Mason Kinsey,WR,Titans,0.00,0.00
36869652,Deshaun Watson,QB,Browns,0.00,0.00
36869643,Anthony Brown,QB,Cardinals,0.00,0.00
36870000,Calvin Austin III,WR,Steelers,6.73,0.00
36870068,Cody White,WR,Seahawks,0.00,0.00
36870164,Deven Thompkins,WR,Panthers,0.00,0.00
36869916,Calvin Ridley,WR,Titans,15.83,0.00
36870416,MyCole Pruitt,TE,Steelers,1.91,0.00
36869603,Sam Darnold,QB,Vikings,19.84,0.00
36870198,Rashid Shaheed,WR,Saints,0.00,0.00
36870432,Jordan Matthews,TE,Panthers,0.00,0.00
36869762,Elijah Mitchell,RB,49ers,0.00,0.00
36870116,Tay Martin,WR,Titans,0.00,0.00
36870376,Bernhard Seikovits,TE,Cardinals,0.00,0.00
36869678,Kyren Williams,RB,Rams,15.36,0.00
36869774,Ronnie Rivers,RB,Rams,0.00,0.00
36870098,Austin Trammell,WR,Jaguars,0.00,0.00
36870366,Tyler Mabry,TE,Seahawks,0.00,0.00
36870244,Brandon Smith,WR,Jets,0.00,0.00
36870062,Deon Cain,WR,Bills,0.00,0.00
36870178,Britain Covey,WR,Eagles,0.00,0.00
36870036,Collin Johnson,WR,Bears,0.00,0.00
36869834,Jashaun Corbin,RB,Giants,0.00,0.00
36870368,N'Keal Harry,TE,Seahawks,0.00,0.00
36869660,Nathan Peterman,QB,Falcons,0.00,0.00
36869972,David Moore,WR,Panthers,4.04,0.00
36870040,Nsimba Webster,WR,Bears,0.00,0.00
36869772,Darrynton Evans,RB,Bears,0.00,0.00
36869656,Tim Boyle,QB,Giants,0.00,0.00
36869766,Patrick Taylor Jr.,RB,49ers,4.78,0.00
36870450,Nick Muse,TE,Vikings,0.00,0.00
36870166,Dan Chisena,WR,Panthers,0.00,0.00
36870214,Trishton Jackson,WR,Vikings,0.00,0.00
36869780,Reggie Gilliam,RB,Bills,0.00,0.00
36869872,Alec Ingold,RB,Dolphins,0.00,0.00
36869844,Adam Prentice,RB,Saints,0.00,0.00
36869764,Kyle Juszczyk,RB,49ers,2.82,0.00
36870338,Jake Tonges,TE,49ers,0.00,0.00
36869850,C.J. Ham,RB,Vikings,0.00,0.00
36870352,Patrick Scales,TE,Bears,0.00,0.00
36870448,Zach Wood,TE,Saints,0.00,0.00
36870454,Andrew DePaola,TE,Vikings,0.00,0.00
36870150,Brandon Johnson,WR,Steelers,0.00,0.00
36870138,Tyreik McAllister,WR,Raiders,0.00,0.00
36870238,Easop Winston,WR,Jets,0.00,0.00
36870452,Sammis Reyes,TE,Vikings,0.00,0.00
36870236,Malik Taylor,WR,Jets,0.00,0.00
36869812,Aaron Shampklin,RB,Steelers,0.00,0.00
36870140,Alex Bachman,WR,Raiders,0.00,0.00
36870444,Michael Jacobson,TE,Saints,0.00,0.00
36870348,Stephen Carlson,TE,Bears,0.00,0.00
36870224,Chris Blair,WR,Falcons,0.00,0.00
36870016,Odell Beckham Jr.,WR,Dolphins,4.80,0.00
36869650,Dorian Thompson-Robinson,QB,Browns,0.00,0.00
36869936,Cedric Tillman,WR,Browns,9.70,0.00
36870230,Xavier Gipson,WR,Jets,1.89,0.00
36869866,Israel Abanikanda,RB,Jets,0.00,0.00
36870240,Jason Brownlee,WR,Jets,0.00,0.00
36870466,Zack Kuntz,TE,Jets,0.00,0.00
36870064,Jake Bobo,WR,Seahawks,0.00,0.00
36869640,Jaren Hall,QB,Seahawks,0.00,0.00
36870226,Jesse Matthews,WR,Falcons,0.00,0.00
36869842,Xazavian Valladay,RB,Saints,0.00,0.00
36870210,Thayer Thomas,WR,Vikings,0.00,0.00
36870440,Jordan Murray,TE,Giants,0.00,0.00
36869898,Jaxon Smith-Njigba,WR,Seahawks,16.47,0.00
36869930,Jordan Addison,WR,Vikings,12.16,0.00
36869782,Kenny McIntosh,RB,Seahawks,0.00,0.00
36869728,Zach Charbonnet,RB,Seahawks,6.50,0.00
36870208,Lucky Jackson,WR,Vikings,0.00,0.00
36869838,Kendre Miller,RB,Saints,0.00,0.00
36869874,Deneric Prince,RB,Dolphins,0.00,0.00
36870320,Michael Mayer,TE,Raiders,3.67,0.00
36869618,Aidan O'Connell,QB,Raiders,16.50,0.00
36869950,Tre Tucker,WR,Raiders,7.88,0.00
36870410,John Samuel Shenker,TE,Raiders,0.00,0.00
36870058,Tyrell Shavers,WR,Bills,0.00,0.00
36870406,Justin Shorter,TE,Raiders,0.00,0.00
36869836,Jordan Mims,RB,Saints,0.64,0.00
36870274,Dalton Kincaid,TE,Bills,7.09,0.00
36870468,Julian Hill,TE,Dolphins,1.81,0.00
36870370,Elijah Higgins,TE,Cardinals,2.73,0.00
36869668,De'Von Achane,RB,Dolphins,18.18,0.00
36870436,E.J. Jenkins,TE,Eagles,0.00,0.00
36869848,Zavier Scott,RB,Vikings,0.00,0.00
36869716,Tank Bigsby,RB,Jaguars,6.24,0.00
36870378,Brenton Strange,TE,Jaguars,3.07,0.00
36869960,Parker Washington,WR,Jaguars,6.44,0.00
36870088,Elijah Cooks,WR,Jaguars,0.00,0.00
36869615,Will Levis,QB,Titans,19.42,0.00
36870390,Josh Whyle,TE,Titans,3.06,0.00
36870110,Colton Dowell,WR,Titans,0.00,0.00
36869744,Tyjae Spears,RB,Titans,7.39,0.00
36870192,Kearis Jackson,WR,Giants,0.00,0.00
36870374,Travis Vokolek,TE,Cardinals,0.00,0.00
36870318,Darnell Washington,TE,Steelers,3.92,0.00
36870118,Rakim Jarrett,WR,Buccaneers,0.00,0.00
36870404,Tanner Taula,TE,Buccaneers,0.00,0.00
36869748,Sean Tucker,RB,Buccaneers,0.86,0.00
36869998,Trey Palmer,WR,Buccaneers,3.34,0.00
36870396,Payne Durham,TE,Buccaneers,0.00,0.00
36870020,Ryan Miller,WR,Buccaneers,0.00,0.00
36869858,Carlos Washington Jr.,RB,Falcons,0.00,0.00
36869674,Bijan Robinson,RB,Falcons,17.22,0.00
36869613,Bryce Young,QB,Panthers,12.44,0.00
36869633,Jake Haener,QB,Saints,0.00,0.00
36870424,Cameron Latu,TE,Browns,0.00,0.00
36870340,Brayden Willis,TE,49ers,0.00,0.00
36869786,Emari Demercado,RB,Cardinals,4.09,0.00
36870420,Blake Whiteheart,TE,Browns,0.00,0.00
36869642,Clayton Tune,QB,Cardinals,0.00,0.00
36869968,Michael Wilson,WR,Cardinals,7.45,0.00
36870326,Davis Allen,TE,Rams,2.05,0.00
36869880,Puka Nacua,WR,Rams,16.93,0.00
36870050,Xavier Smith,WR,Rams,0.00,0.00
36869637,Stetson Bennett,QB,Rams,0.00,0.00
36869655,Tanner McKee,QB,Eagles,0.00,0.00
36870364,Brady Russell,TE,Seahawks,0.00,0.00
36869630,Tommy DeVito,QB,Giants,16.17,0.00
36869830,Eric Gray,RB,Giants,1.37,0.00
36870004,Jalin Hyatt,WR,Giants,1.45,0.00
36870188,Bryce Ford-Wheaton,WR,Giants,0.00,0.00
36870038,Tyler Scott,WR,Bears,0.00,0.00
36869860,Robert Burns,RB,Falcons,0.00,0.00
36869635,Tyson Bagent,QB,Bears,0.00,0.00
36869746,Roschon Johnson,RB,Bears,4.04,0.00
36870228,Dylan Drummond,WR,Falcons,0.00,0.00
36869662,Adrian Martinez,QB,Jets,0.00,0.00
36870256,Grant DuBose,WR,Dolphins,0.00,0.00
36870384,Patrick Murtagh,TE,Jaguars,0.00,0.00
36870402,Evan Deckers,TE,Buccaneers,0.00,0.00
36870096,Louis Rees-Zammit,WR,Jaguars,0.00,0.00
36870134,Jeff Foreman,WR,Raiders,0.00,0.00
36869648,Carter Bradley,QB,Raiders,0.00,0.00
36870132,Ramel Keyton,WR,Raiders,0.00,0.00
36869778,Frank Gore Jr.,RB,Bills,0.00,0.00
36870100,Joshua Cephus,WR,Jaguars,0.00,0.00
36870386,Shawn Bowman,TE,Jaguars,0.00,0.00
36870094,David White Jr.,WR,Jaguars,0.00,0.00
36869822,Dillon Johnson,RB,Panthers,0.00,0.00
36870104,Bryce Oliver,WR,Titans,0.00,0.00
36870446,Treyton Welch,TE,Saints,0.00,0.00
36869808,Chris Collier,RB,Raiders,0.00,0.00
36869641,John Rhys Plumlee,QB,Seahawks,0.00,0.00
36869804,D.J. Williams,RB,Buccaneers,0.00,0.00
36870122,Kameron Johnson,WR,Buccaneers,0.00,0.00
36869653,Jack Plummer,QB,Panthers,0.00,0.00
36869982,Jalen Coker,WR,Panthers,6.57,0.00
36870172,Sam Pinckney,WR,Panthers,0.00,0.00
36869840,Jacob Kibodi,RB,Saints,0.00,0.00
36870442,Dallin Holker,TE,Saints,0.00,0.00
36869970,Mason Tipton,WR,Saints,1.08,0.00
36870202,Jermaine Jackson,WR,Saints,0.00,0.00
36869776,Cody Schrader,RB,Rams,0.00,0.00
36869634,Tanner Mordecai,QB,49ers,0.00,0.00
36870342,Mason Pline,TE,49ers,0.00,0.00
36870030,Terique Owens,WR,49ers,0.00,0.00
36870078,Xavier Weaver,WR,Cardinals,0.00,0.00
36870052,Drake Stoops,WR,Rams,0.00,0.00
36869784,George Holani,RB,Seahawks,0.00,0.00
36869832,Dante Miller,RB,Giants,0.00,0.00
36869636,Austin Reed,QB,Bears,0.00,0.00
36869770,Ian Wheeler,RB,Bears,0.00,0.00
36870212,Jeshaun Jones,WR,Vikings,0.00,0.00
36870242,Marcus Riley,WR,Jets,0.00,0.00
36869646,Michael Pratt,QB,Buccaneers,0.00,0.00
36870174,Johnny Wilson,WR,Eagles,1.61,0.00
36869800,Jabari Small,RB,Titans,0.00,0.00
36870392,David Martin-Robinson,TE,Titans,0.00,0.00
36870168,Praise Olatoke,WR,Panthers,0.00,0.00
36870464,Brenden Bates,TE,Jets,0.00,0.00
36870106,Jha'Quan Jackson,WR,Titans,0.00,0.00
36870084,Tejhaun Palmer,WR,Cardinals,0.00,0.00
36870264,Brock Bowers,TE,Raiders,17.23,0.00
36869806,Dylan Laube,RB,Raiders,0.00,0.00
36869942,Xavier Legette,WR,Panthers,7.71,0.00
36869730,Jonathon Brooks,RB,Panthers,5.82,0.00
36870300,Ja'Tavion Sanders,TE,Panthers,5.49,0.00
36869665,Spencer Rattler,QB,Saints,0.00,0.00
36870196,Bub Means,WR,Saints,2.48,0.00
36870024,Jacob Cowing,WR,49ers,0.00,0.00
36869708,Isaac Guerendo,RB,49ers,16.95,0.00
36869700,Tyrone Tracy Jr.,RB,Giants,16.54,0.00
36870146,Roman Wilson,WR,Steelers,0.00,0.00
36870012,Jamari Thrash,WR,Browns,0.00,0.00
36869688,Bucky Irving,RB,Buccaneers,16.96,0.00
36869888,Malik Nabers,WR,Giants,16.14,0.00
36870476,Hayden Rucci,TE,Dolphins,0.00,0.00
36869794,Keilan Robinson,RB,Jaguars,0.00,0.00
36870372,Tip Reiman,TE,Cardinals,0.00,0.00
36870128,Tanner Knue,WR,Buccaneers,0.00,0.00
36870218,Casey Washington,WR,Falcons,0.00,0.00
36869854,Jase McClellan,RB,Falcons,0.00,0.00
36870046,John Jackson,WR,Bears,0.00,0.00
36869826,Will Shipley,RB,Eagles,1.99,0.00
36870176,Ainias Smith,WR,Eagles,0.00,0.00
36870400,Devin Culp,TE,Buccaneers,0.00,0.00
36870018,Jordan Whittington,WR,Rams,0.00,0.00
36869754,Blake Corum,RB,Rams,3.66,0.00
36869661,Jordan Travis,QB,Jets,0.00,0.00
36869720,Braelon Allen,RB,Jets,4.19,0.00
36870304,AJ Barner,TE,Seahawks,3.11,0.00
36869862,Isaiah Davis,RB,Jets,1.12,0.00
36870332,Theo Johnson,TE,Giants,0.00,0.00
36869904,Marvin Harrison Jr.,WR,Cardinals,14.67,0.00
36869990,Jalen McMillan,WR,Buccaneers,5.71,0.00
36869625,Michael Penix Jr.,QB,Falcons,0.00,0.00
36870254,Tahj Washington,WR,Dolphins,0.00,0.00
36869760,Jaylen Wright,RB,Dolphins,2.16,0.00
36870246,Malik Washington,WR,Dolphins,2.83,0.00
36869712,Ray Davis,RB,Bills,4.23,0.00
36869910,Brian Thomas Jr.,WR,Jaguars,11.24,0.00
